2.68,14546
5.48,21518
3.54,61140
2.28,32286
3.23,30879
3.17,25500
3.35,21480
5.18,21792
2.64,22921
2.64,18399
1.53,60
1.28,21135
2.24,9507
1.53,25102
1.78,22837
2.64,22775
1.74,28807
1.25,14073
2.96,17643
2.28,25419
3.31,25237
